,sim_name,method,expected_theta,theta_prom,error,est_theta_list,mic_array.d,mic_array.n,mic_array.position,source.position,mic-source distance
4920,"sim_Anechoich_d0.2_n4_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",Classic,86.878,84.877,0.00012,"[0.0, 85.9, 84.88, 83.85]",0.2,4,"[5, 5, 1]","[6, 16, 1]",11.01635148313633
4921,"sim_Anechoich_d0.2_n4_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",ROTH,86.878,84.877,0.00012,"[0.0, 85.9, 84.88, 83.85]",0.2,4,"[5, 5, 1]","[6, 16, 1]",11.01635148313633
4922,"sim_Anechoich_d0.2_n4_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",PHAT,86.878,84.877,0.00012,"[0.0, 85.9, 84.88, 83.85]",0.2,4,"[5, 5, 1]","[6, 16, 1]",11.01635148313633
4923,"sim_Anechoich_d0.2_n4_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",SCOT,86.878,84.877,0.00012,"[0.0, 85.9, 84.88, 83.85]",0.2,4,"[5, 5, 1]","[6, 16, 1]",11.01635148313633
4924,"sim_Anechoich_d0.2_n4_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",ECKART,86.878,84.877,0.00012,"[0.0, 85.9, 84.88, 83.85]",0.2,4,"[5, 5, 1]","[6, 16, 1]",11.01635148313633
4925,"sim_Anechoich_d0.2_n4_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",HT,86.878,84.877,0.00012,"[0.0, 85.9, 84.88, 83.85]",0.2,4,"[5, 5, 1]","[6, 16, 1]",11.01635148313633
4926,"sim_Anechoich_d0.2_n5_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",Classic,87.397,84.49,0.00026,"[0.0, 85.9, 84.88, 83.85, 83.33]",0.2,5,"[5, 5, 1]","[6, 16, 1]",11.01135777277262
4927,"sim_Anechoich_d0.2_n5_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",ROTH,87.397,84.49,0.00026,"[0.0, 85.9, 84.88, 83.85, 83.33]",0.2,5,"[5, 5, 1]","[6, 16, 1]",11.01135777277262
4928,"sim_Anechoich_d0.2_n5_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",PHAT,87.397,84.49,0.00026,"[0.0, 85.9, 84.88, 83.85, 83.33]",0.2,5,"[5, 5, 1]","[6, 16, 1]",11.01135777277262
4929,"sim_Anechoich_d0.2_n5_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",SCOT,87.397,84.49,0.00026,"[0.0, 85.9, 84.88, 83.85, 83.33]",0.2,5,"[5, 5, 1]","[6, 16, 1]",11.01135777277262
4930,"sim_Anechoich_d0.2_n5_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",ECKART,87.397,84.49,0.00026,"[0.0, 85.9, 84.88, 83.85, 83.33]",0.2,5,"[5, 5, 1]","[6, 16, 1]",11.01135777277262
4931,"sim_Anechoich_d0.2_n5_s[6.0,16.0,1.0]_m[5.0,5.0,1.0,]",HT,87.397,84.49,0.00026,"[0.0, 85.9, 84.88, 83.85, 83.33]",0.2,5,"[5, 5, 1]","[6, 16, 1]",11.01135777277262
4932,"sim_Anechoich_d0.2_n3_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",Classic,70.392,70.7,0.0,"[0.0, 71.24, 70.16]",0.2,3,"[0, 0, 1]","[6, 16, 1]",16.984993376507393
4933,"sim_Anechoich_d0.2_n3_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",ROTH,70.392,70.7,0.0,"[0.0, 71.24, 70.16]",0.2,3,"[0, 0, 1]","[6, 16, 1]",16.984993376507393
4934,"sim_Anechoich_d0.2_n3_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",PHAT,70.392,70.7,0.0,"[0.0, 71.24, 70.16]",0.2,3,"[0, 0, 1]","[6, 16, 1]",16.984993376507393
4935,"sim_Anechoich_d0.2_n3_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",SCOT,70.392,70.7,0.0,"[0.0, 71.24, 70.16]",0.2,3,"[0, 0, 1]","[6, 16, 1]",16.984993376507393
4936,"sim_Anechoich_d0.2_n3_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",ECKART,70.392,70.7,0.0,"[0.0, 71.24, 70.16]",0.2,3,"[0, 0, 1]","[6, 16, 1]",16.984993376507393
4937,"sim_Anechoich_d0.2_n3_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",HT,70.392,70.7,0.0,"[0.0, 71.24, 70.16]",0.2,3,"[0, 0, 1]","[6, 16, 1]",16.984993376507393
4938,"sim_Anechoich_d0.2_n4_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",Classic,70.71,70.157,1e-05,"[0.0, 71.24, 70.16, 69.07]",0.2,4,"[0, 0, 1]","[6, 16, 1]",16.951696080333672
4939,"sim_Anechoich_d0.2_n4_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",ROTH,70.71,70.157,1e-05,"[0.0, 71.24, 70.16, 69.07]",0.2,4,"[0, 0, 1]","[6, 16, 1]",16.951696080333672
4940,"sim_Anechoich_d0.2_n4_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",PHAT,70.71,70.157,1e-05,"[0.0, 71.24, 70.16, 69.07]",0.2,4,"[0, 0, 1]","[6, 16, 1]",16.951696080333672
4941,"sim_Anechoich_d0.2_n4_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",SCOT,70.71,70.157,1e-05,"[0.0, 71.24, 70.16, 69.07]",0.2,4,"[0, 0, 1]","[6, 16, 1]",16.951696080333672
4942,"sim_Anechoich_d0.2_n4_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",ECKART,70.71,70.157,1e-05,"[0.0, 71.24, 70.16, 69.07]",0.2,4,"[0, 0, 1]","[6, 16, 1]",16.951696080333672
4943,"sim_Anechoich_d0.2_n4_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",HT,70.71,70.157,1e-05,"[0.0, 71.24, 70.16, 69.07]",0.2,4,"[0, 0, 1]","[6, 16, 1]",16.951696080333672
4944,"sim_Anechoich_d0.2_n5_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",Classic,71.03,69.885,4e-05,"[0.0, 71.24, 70.16, 69.07, 69.07]",0.2,5,"[0, 0, 1]","[6, 16, 1]",16.91892431568863
4945,"sim_Anechoich_d0.2_n5_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",ROTH,71.03,69.885,4e-05,"[0.0, 71.24, 70.16, 69.07, 69.07]",0.2,5,"[0, 0, 1]","[6, 16, 1]",16.91892431568863
4946,"sim_Anechoich_d0.2_n5_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",PHAT,71.03,69.885,4e-05,"[0.0, 71.24, 70.16, 69.07, 69.07]",0.2,5,"[0, 0, 1]","[6, 16, 1]",16.91892431568863
4947,"sim_Anechoich_d0.2_n5_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",SCOT,71.03,69.885,4e-05,"[0.0, 71.24, 70.16, 69.07, 69.07]",0.2,5,"[0, 0, 1]","[6, 16, 1]",16.91892431568863
4948,"sim_Anechoich_d0.2_n5_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",ECKART,71.03,69.885,4e-05,"[0.0, 71.24, 70.16, 69.07, 69.07]",0.2,5,"[0, 0, 1]","[6, 16, 1]",16.91892431568863
4949,"sim_Anechoich_d0.2_n5_s[6.0,16.0,1.0]_m[0.0,0.0,1.0,]",HT,71.03,69.885,4e-05,"[0.0, 71.24, 70.16, 69.07, 69.07]",0.2,5,"[0, 0, 1]","[6, 16, 1]",16.91892431568863
4950,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",Classic,64.113,62.085,0.00013,"[0.0, 62.78, 61.39]",0.5,3,"[9, 2, 1]","[18, 19, 1]",18.896097480696906
4951,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",ROTH,64.113,62.085,0.00013,"[0.0, 62.78, 61.39]",0.5,3,"[9, 2, 1]","[18, 19, 1]",18.896097480696906
4952,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",PHAT,64.113,62.085,0.00013,"[0.0, 62.78, 61.39]",0.5,3,"[9, 2, 1]","[18, 19, 1]",18.896097480696906
4953,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",SCOT,64.113,62.085,0.00013,"[0.0, 62.78, 61.39]",0.5,3,"[9, 2, 1]","[18, 19, 1]",18.896097480696906
4954,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",ECKART,64.113,62.085,0.00013,"[0.0, 62.78, 61.39]",0.5,3,"[9, 2, 1]","[18, 19, 1]",18.896097480696906
4955,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",HT,64.113,62.085,0.00013,"[0.0, 62.78, 61.39]",0.5,3,"[9, 2, 1]","[18, 19, 1]",18.896097480696906
4956,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",Classic,64.799,61.593,0.00032,"[0.0, 62.78, 61.39, 60.61]",0.5,4,"[9, 2, 1]","[18, 19, 1]",18.788294228055936
4957,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",ROTH,64.799,61.593,0.00032,"[0.0, 62.78, 61.39, 60.61]",0.5,4,"[9, 2, 1]","[18, 19, 1]",18.788294228055936
4958,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",PHAT,64.799,61.593,0.00032,"[0.0, 62.78, 61.39, 60.61]",0.5,4,"[9, 2, 1]","[18, 19, 1]",18.788294228055936
4959,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",SCOT,64.799,61.593,0.00032,"[0.0, 62.78, 61.39, 60.61]",0.5,4,"[9, 2, 1]","[18, 19, 1]",18.788294228055936
4960,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",ECKART,64.799,61.593,0.00032,"[0.0, 62.78, 61.39, 60.61]",0.5,4,"[9, 2, 1]","[18, 19, 1]",18.788294228055936
4961,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",HT,64.799,61.593,0.00032,"[0.0, 62.78, 61.39, 60.61]",0.5,4,"[9, 2, 1]","[18, 19, 1]",18.788294228055936
4962,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",Classic,65.493,61.192,0.00057,"[0.0, 62.78, 61.39, 60.61, 59.99]",0.5,5,"[9, 2, 1]","[18, 19, 1]",18.68321439153338
4963,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",ROTH,65.493,61.192,0.00057,"[0.0, 62.78, 61.39, 60.61, 59.99]",0.5,5,"[9, 2, 1]","[18, 19, 1]",18.68321439153338
4964,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",PHAT,65.493,61.192,0.00057,"[0.0, 62.78, 61.39, 60.61, 59.99]",0.5,5,"[9, 2, 1]","[18, 19, 1]",18.68321439153338
4965,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",SCOT,65.493,61.192,0.00057,"[0.0, 62.78, 61.39, 60.61, 59.99]",0.5,5,"[9, 2, 1]","[18, 19, 1]",18.68321439153338
4966,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",ECKART,65.493,61.192,0.00057,"[0.0, 62.78, 61.39, 60.61, 59.99]",0.5,5,"[9, 2, 1]","[18, 19, 1]",18.68321439153338
4967,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[9.0,2.0,1.0,]",HT,65.493,61.192,0.00057,"[0.0, 62.78, 61.39, 60.61, 59.99]",0.5,5,"[9, 2, 1]","[18, 19, 1]",18.68321439153338
4968,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",Classic,46.701,44.97,9e-05,"[0.0, 45.55, 44.39]",0.5,3,"[5, 6, 1]","[18, 19, 1]",17.86232067789625
4969,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",ROTH,46.701,44.97,9e-05,"[0.0, 45.55, 44.39]",0.5,3,"[5, 6, 1]","[18, 19, 1]",17.86232067789625
4970,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",PHAT,46.701,44.97,9e-05,"[0.0, 45.55, 44.39]",0.5,3,"[5, 6, 1]","[18, 19, 1]",17.86232067789625
4971,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",SCOT,46.701,44.97,9e-05,"[0.0, 45.55, 44.39]",0.5,3,"[5, 6, 1]","[18, 19, 1]",17.86232067789625
4972,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",ECKART,46.701,44.97,9e-05,"[0.0, 45.55, 44.39]",0.5,3,"[5, 6, 1]","[18, 19, 1]",17.86232067789625
4973,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",HT,46.701,44.97,9e-05,"[0.0, 45.55, 44.39]",0.5,3,"[5, 6, 1]","[18, 19, 1]",17.86232067789625
4974,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",Classic,47.291,44.647,0.00022,"[0.0, 45.55, 44.39, 44.0]",0.5,4,"[5, 6, 1]","[18, 19, 1]",17.69180601295413
4975,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",ROTH,47.291,44.647,0.00022,"[0.0, 45.55, 44.39, 44.0]",0.5,4,"[5, 6, 1]","[18, 19, 1]",17.69180601295413
4976,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",PHAT,47.291,44.647,0.00022,"[0.0, 45.55, 44.39, 44.0]",0.5,4,"[5, 6, 1]","[18, 19, 1]",17.69180601295413
4977,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",SCOT,47.291,44.647,0.00022,"[0.0, 45.55, 44.39, 44.0]",0.5,4,"[5, 6, 1]","[18, 19, 1]",17.69180601295413
4978,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",ECKART,47.291,44.647,0.00022,"[0.0, 45.55, 44.39, 44.0]",0.5,4,"[5, 6, 1]","[18, 19, 1]",17.69180601295413
4979,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",HT,47.291,44.647,0.00022,"[0.0, 45.55, 44.39, 44.0]",0.5,4,"[5, 6, 1]","[18, 19, 1]",17.69180601295413
4980,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",Classic,47.891,44.362,0.00038,"[0.0, 45.55, 44.39, 44.0, 43.51]",0.5,5,"[5, 6, 1]","[18, 19, 1]",17.523198908875056
4981,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",ROTH,47.891,44.362,0.00038,"[0.0, 45.55, 44.39, 44.0, 43.51]",0.5,5,"[5, 6, 1]","[18, 19, 1]",17.523198908875056
4982,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",PHAT,47.891,44.362,0.00038,"[0.0, 45.55, 44.39, 44.0, 43.51]",0.5,5,"[5, 6, 1]","[18, 19, 1]",17.523198908875056
4983,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",SCOT,47.891,44.362,0.00038,"[0.0, 45.55, 44.39, 44.0, 43.51]",0.5,5,"[5, 6, 1]","[18, 19, 1]",17.523198908875056
4984,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",ECKART,47.891,44.362,0.00038,"[0.0, 45.55, 44.39, 44.0, 43.51]",0.5,5,"[5, 6, 1]","[18, 19, 1]",17.523198908875056
4985,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[5.0,6.0,1.0,]",HT,47.891,44.362,0.00038,"[0.0, 45.55, 44.39, 44.0, 43.51]",0.5,5,"[5, 6, 1]","[18, 19, 1]",17.523198908875056
4986,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",Classic,39.699,38.835,2e-05,"[0.0, 39.49, 38.18]",0.5,3,"[4, 8, 1]","[18, 19, 1]",17.220990099294525
4987,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",ROTH,39.699,38.835,2e-05,"[0.0, 39.49, 38.18]",0.5,3,"[4, 8, 1]","[18, 19, 1]",17.220990099294525
4988,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",PHAT,39.699,38.835,2e-05,"[0.0, 39.49, 38.18]",0.5,3,"[4, 8, 1]","[18, 19, 1]",17.220990099294525
4989,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",SCOT,39.699,38.835,2e-05,"[0.0, 39.49, 38.18]",0.5,3,"[4, 8, 1]","[18, 19, 1]",17.220990099294525
4990,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",ECKART,39.699,38.835,2e-05,"[0.0, 39.49, 38.18]",0.5,3,"[4, 8, 1]","[18, 19, 1]",17.220990099294525
4991,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",HT,39.699,38.835,2e-05,"[0.0, 39.49, 38.18]",0.5,3,"[4, 8, 1]","[18, 19, 1]",17.220990099294525
4992,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",Classic,40.236,38.32,0.00011,"[0.0, 39.49, 38.18, 37.29]",0.5,4,"[4, 8, 1]","[18, 19, 1]",17.029386365926403
4993,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",ROTH,40.236,38.32,0.00011,"[0.0, 39.49, 38.18, 37.29]",0.5,4,"[4, 8, 1]","[18, 19, 1]",17.029386365926403
4994,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",PHAT,40.236,38.32,0.00011,"[0.0, 39.49, 38.18, 37.29]",0.5,4,"[4, 8, 1]","[18, 19, 1]",17.029386365926403
4995,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",SCOT,40.236,38.32,0.00011,"[0.0, 39.49, 38.18, 37.29]",0.5,4,"[4, 8, 1]","[18, 19, 1]",17.029386365926403
4996,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",ECKART,40.236,38.32,0.00011,"[0.0, 39.49, 38.18, 37.29]",0.5,4,"[4, 8, 1]","[18, 19, 1]",17.029386365926403
4997,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",HT,40.236,38.32,0.00011,"[0.0, 39.49, 38.18, 37.29]",0.5,4,"[4, 8, 1]","[18, 19, 1]",17.029386365926403
4998,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",Classic,40.786,37.95,0.00025,"[0.0, 39.49, 38.18, 37.29, 36.84]",0.5,5,"[4, 8, 1]","[18, 19, 1]",16.83931411904891
4999,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",ROTH,40.786,37.95,0.00025,"[0.0, 39.49, 38.18, 37.29, 36.84]",0.5,5,"[4, 8, 1]","[18, 19, 1]",16.83931411904891
5000,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",PHAT,40.786,37.95,0.00025,"[0.0, 39.49, 38.18, 37.29, 36.84]",0.5,5,"[4, 8, 1]","[18, 19, 1]",16.83931411904891
5001,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",SCOT,40.786,37.95,0.00025,"[0.0, 39.49, 38.18, 37.29, 36.84]",0.5,5,"[4, 8, 1]","[18, 19, 1]",16.83931411904891
5002,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",ECKART,40.786,37.95,0.00025,"[0.0, 39.49, 38.18, 37.29, 36.84]",0.5,5,"[4, 8, 1]","[18, 19, 1]",16.83931411904891
5003,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[4.0,8.0,1.0,]",HT,40.786,37.95,0.00025,"[0.0, 39.49, 38.18, 37.29, 36.84]",0.5,5,"[4, 8, 1]","[18, 19, 1]",16.83931411904891
5004,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",Classic,48.814,47.245,8e-05,"[0.0, 47.8, 46.69]",0.5,3,"[5, 5, 1]","[18, 19, 1]",18.602755172285637
5005,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",ROTH,48.814,47.245,8e-05,"[0.0, 47.8, 46.69]",0.5,3,"[5, 5, 1]","[18, 19, 1]",18.602755172285637
5006,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",PHAT,48.814,47.245,8e-05,"[0.0, 47.8, 46.69]",0.5,3,"[5, 5, 1]","[18, 19, 1]",18.602755172285637
5007,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",SCOT,48.814,47.245,8e-05,"[0.0, 47.8, 46.69]",0.5,3,"[5, 5, 1]","[18, 19, 1]",18.602755172285637
5008,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",ECKART,48.814,47.245,8e-05,"[0.0, 47.8, 46.69]",0.5,3,"[5, 5, 1]","[18, 19, 1]",18.602755172285637
5009,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",HT,48.814,47.245,8e-05,"[0.0, 47.8, 46.69]",0.5,3,"[5, 5, 1]","[18, 19, 1]",18.602755172285637
5010,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",Classic,49.399,46.807,0.00021,"[0.0, 47.8, 46.69, 45.93]",0.5,4,"[5, 5, 1]","[18, 19, 1]",18.439088914585774
5011,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",ROTH,49.399,46.807,0.00021,"[0.0, 47.8, 46.69, 45.93]",0.5,4,"[5, 5, 1]","[18, 19, 1]",18.439088914585774
5012,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",PHAT,49.399,46.807,0.00021,"[0.0, 47.8, 46.69, 45.93]",0.5,4,"[5, 5, 1]","[18, 19, 1]",18.439088914585774
5013,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",SCOT,49.399,46.807,0.00021,"[0.0, 47.8, 46.69, 45.93]",0.5,4,"[5, 5, 1]","[18, 19, 1]",18.439088914585774
5014,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",ECKART,49.399,46.807,0.00021,"[0.0, 47.8, 46.69, 45.93]",0.5,4,"[5, 5, 1]","[18, 19, 1]",18.439088914585774
5015,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",HT,49.399,46.807,0.00021,"[0.0, 47.8, 46.69, 45.93]",0.5,4,"[5, 5, 1]","[18, 19, 1]",18.439088914585774
5016,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",Classic,49.994,46.492,0.00038,"[0.0, 47.8, 46.69, 45.93, 45.55]",0.5,5,"[5, 5, 1]","[18, 19, 1]",18.27737672643424
5017,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",ROTH,49.994,46.492,0.00038,"[0.0, 47.8, 46.69, 45.93, 45.55]",0.5,5,"[5, 5, 1]","[18, 19, 1]",18.27737672643424
5018,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",PHAT,49.994,46.492,0.00038,"[0.0, 47.8, 46.69, 45.93, 45.55]",0.5,5,"[5, 5, 1]","[18, 19, 1]",18.27737672643424
5019,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",SCOT,49.994,46.492,0.00038,"[0.0, 47.8, 46.69, 45.93, 45.55]",0.5,5,"[5, 5, 1]","[18, 19, 1]",18.27737672643424
5020,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",ECKART,49.994,46.492,0.00038,"[0.0, 47.8, 46.69, 45.93, 45.55]",0.5,5,"[5, 5, 1]","[18, 19, 1]",18.27737672643424
5021,"sim_Anechoich_d0.5_n5_s[18.0,19.0,1.0]_m[5.0,5.0,1.0,]",HT,49.994,46.492,0.00038,"[0.0, 47.8, 46.69, 45.93, 45.55]",0.5,5,"[5, 5, 1]","[18, 19, 1]",18.27737672643424
5022,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",Classic,47.764,47.245,1e-05,"[0.0, 47.8, 46.69]",0.5,3,"[0, 0, 1]","[18, 19, 1]",25.662472601056976
5023,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",ROTH,47.764,47.245,1e-05,"[0.0, 47.8, 46.69]",0.5,3,"[0, 0, 1]","[18, 19, 1]",25.662472601056976
5024,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",PHAT,47.764,47.245,1e-05,"[0.0, 47.8, 46.69]",0.5,3,"[0, 0, 1]","[18, 19, 1]",25.662472601056976
5025,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",SCOT,47.764,47.245,1e-05,"[0.0, 47.8, 46.69]",0.5,3,"[0, 0, 1]","[18, 19, 1]",25.662472601056976
5026,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",ECKART,47.764,47.245,1e-05,"[0.0, 47.8, 46.69]",0.5,3,"[0, 0, 1]","[18, 19, 1]",25.662472601056976
5027,"sim_Anechoich_d0.5_n3_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",HT,47.764,47.245,1e-05,"[0.0, 47.8, 46.69]",0.5,3,"[0, 0, 1]","[18, 19, 1]",25.662472601056976
5028,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",Classic,48.18,46.807,6e-05,"[0.0, 47.8, 46.69, 45.93]",0.5,4,"[0, 0, 1]","[18, 19, 1]",25.495097567963924
5029,"sim_Anechoich_d0.5_n4_s[18.0,19.0,1.0]_m[0.0,0.0,1.0,]",ROTH,48.18,46.807,6e-05,"[0.0, 47.8, 46.69, 45.93]",0.5,4,"[0, 0, 1]","[18, 19, 1]",25.495097567963924
